Age,Age Group,city,customer_code,dob,Estimated Settlement Amount,Final Premium Amount,Sum of Settlement %
35,31-40,Chennai,SUN9ZVX,1990-01-31 00:00:00,$23991,15624,0.536
35,31-40,Chennai,SUNB83B,1990-09-28 00:00:00,$38626,25155,0.536
35,31-40,Chennai,SUNBJ1,1990-10-03 00:00:00,$22443,14616,0.536
35,31-40,Chennai,SUNBKG,1990-06-14 00:00:00,$28771,18737,0.536
35,31-40,Chennai,SUNBOFS,1990-07-22 00:00:00,$22636,14742,0.536
35,31-40,Chennai,SUNC31X,1990-12-16 00:00:00,$42983,27993,0.536
35,31-40,Chennai,SUNCINP,1990-05-26 00:00:00,$9789,6375,0.536
35,31-40,Chennai,SUNCMA,1990-01-02 00:00:00,$214258,139536,0.536
35,31-40,Chennai,SUNCNZH,1990-06-29 00:00:00,$80856,52658,0.536
35,31-40,Chennai,SUNCYFM,1990-12-24 00:00:00,$13244,8625,0.536
35,31-40,Chennai,SUND6,1990-05-14 00:00:00,$33015,21501,0.536
35,31-40,Chennai,SUNDVK,1990-04-02 00:00:00,$13403,8729,0.536
35,31-40,Chennai,SUNDWJ,1990-06-19 00:00:00,$13543,8820,0.536
35,31-40,Chennai,SUNE7YE,1990-02-08 00:00:00,$23797,15498,0.536
35,31-40,Chennai,SUNEMP,1990-08-06 00:00:00,$23991,15624,0.536
35,31-40,Chennai,SUNEVL,1990-04-09 00:00:00,$55607,36214,0.536
35,31-40,Chennai,SUNF84,1990-11-19 00:00:00,$41944,27316,0.536
35,31-40,Chennai,SUNFHR9,1990-03-11 00:00:00,$13878,9038,0.536
35,31-40,Chennai,SUNFJN,1990-08-23 00:00:00,$14873,9686,0.536
35,31-40,Chennai,SUNFRIL,1990-09-10 00:00:00,$81208,52887,0.536
35,31-40,Chennai,SUNFRN,1990-08-03 00:00:00,$33118,21568,0.536
35,31-40,Chennai,SUNFS1,1990-04-14 00:00:00,$76744,49980,0.536
35,31-40,Chennai,SUNFUD,1990-01-31 00:00:00,$22741,14810,0.536
35,31-40,Chennai,SUNG76H,1990-05-04 00:00:00,$40804,26574,0.536
35,31-40,Chennai,SUNGV4,1990-03-23 00:00:00,$32041,20867,0.536
35,31-40,Chennai,SUNH2A,1990-06-24 00:00:00,$32172,20952,0.536
35,31-40,Chennai,SUNIV,1990-05-15 00:00:00,$21669,14112,0.536
35,31-40,Chennai,SUNIX8B,1990-09-17 00:00:00,$13474,8775,0.536
35,31-40,Chennai,SUNIY7F,1990-01-21 00:00:00,$40276,26230,0.536
35,31-40,Chennai,SUNJ29I,1990-09-10 00:00:00,$58776,38278,0.536
35,31-40,Chennai,SUNJ9X,1990-10-06 00:00:00,$37784,24607,0.536
35,31-40,Chennai,SUNJJL0,1990-05-27 00:00:00,$13626,8874,0.536
35,31-40,Chennai,SUNKLTA,1990-01-14 00:00:00,$149240,97193,0.536
35,31-40,Chennai,SUNKM3,1990-04-28 00:00:00,$23023,14994,0.536
35,31-40,Chennai,SUNKQV,1990-02-01 00:00:00,$13059,8505,0.536
35,31-40,Chennai,SUNKUUE,1990-11-19 00:00:00,$58157,37875,0.536
35,31-40,Chennai,SUNL0J6,1990-10-10 00:00:00,$13156,8568,0.536
35,31-40,Chennai,SUNL5I9,1990-05-26 00:00:00,$61068,39771,0.536
35,31-40,Chennai,SUNLYUU,1990-02-15 00:00:00,$233439,152028,0.536
35,31-40,Chennai,SUNN3F,1990-02-18 00:00:00,$13391,8721,0.536
35,31-40,Chennai,SUNN4X9,1990-05-31 00:00:00,$23604,15372,0.536
35,31-40,Chennai,SUNN5I,1990-12-14 00:00:00,$41597,27090,0.536
35,31-40,Chennai,SUNNF,1990-08-14 00:00:00,$13589,8850,0.536
35,31-40,Chennai,SUNNN0,1990-10-27 00:00:00,$22830,14868,0.536
35,31-40,Chennai,SUNNSYA,1990-03-11 00:00:00,$74395,48450,0.536
35,31-40,Chennai,SUNNY0W,1990-02-25 00:00:00,$152940,99603,0.536
35,31-40,Chennai,SUNO4PF,1990-03-20 00:00:00,$12438,8100,0.536
35,31-40,Chennai,SUNO6S,1990-12-13 00:00:00,$8906,5800,0.536
35,31-40,Chennai,SUNO8O,1990-06-30 00:00:00,$22830,14868,0.536
35,31-40,Chennai,SUNO9QY,1990-12-21 00:00:00,$23023,14994,0.536
35,31-40,Chennai,SUNORI4,1990-07-09 00:00:00,$8868,5775,0.536
35,31-40,Chennai,SUNOU9,1990-09-05 00:00:00,$79877,52020,0.536
35,31-40,Chennai,SUNOZF,1990-12-25 00:00:00,$210886,137340,0.536
35,31-40,Chennai,SUNP7X,1990-08-27 00:00:00,$82539,53754,0.536
35,31-40,Chennai,SUNPRB,1990-09-09 00:00:00,$129212,84150,0.536
35,31-40,Chennai,SUNQ3R4,1990-03-31 00:00:00,$216690,141120,0.536
35,31-40,Chennai,SUNQ6V,1990-01-06 00:00:00,$21050,13709,0.536
35,31-40,Chennai,SUNQKZ,1990-06-03 00:00:00,$22930,14933,0.536
35,31-40,Chennai,SUNQOUY,1990-09-06 00:00:00,$79485,51765,0.536
35,31-40,Chennai,SUNQW4H,1990-08-26 00:00:00,$39171,25510,0.536
35,31-40,Chennai,SUNR33P,1990-08-12 00:00:00,$55709,36281,0.536
35,31-40,Chennai,SUNRI4,1990-08-09 00:00:00,$54117,35244,0.536
35,31-40,Chennai,SUNRI88,1990-11-30 00:00:00,$60844,39625,0.536
35,31-40,Chennai,SUNRZ1,1990-11-05 00:00:00,$9093,5922,0.536
35,31-40,Chennai,SUNS00,1990-10-14 00:00:00,$14632,9529,0.536
35,31-40,Chennai,SUNT4V,1990-01-22 00:00:00,$56221,36614,0.536
35,31-40,Chennai,SUNU24T,1990-12-29 00:00:00,$22741,14810,0.536
35,31-40,Chennai,SUNUAVD,1990-03-08 00:00:00,$38130,24832,0.536
35,31-40,Chennai,SUNUJ2,1990-03-19 00:00:00,$13744,8951,0.536
35,31-40,Chennai,SUNV1KU,1990-02-12 00:00:00,$37405,24360,0.536
35,31-40,Chennai,SUNVBT,1990-05-26 00:00:00,$237972,154980,0.536
35,31-40,Chennai,SUNVCT,1990-11-14 00:00:00,$54613,35567,0.536
35,31-40,Chennai,SUNVFG,1990-08-20 00:00:00,$9512,6195,0.536
35,31-40,Chennai,SUNVH1P,1990-11-23 00:00:00,$139373,90767,0.536
35,31-40,Chennai,SUNVS2L,1990-08-15 00:00:00,$12898,8400,0.536
35,31-40,Chennai,SUNVTYM,1990-12-12 00:00:00,$76549,49853,0.536
35,31-40,Chennai,SUNVVX,1990-02-24 00:00:00,$23217,15120,0.536
35,31-40,Chennai,SUNVYG4,1990-07-10 00:00:00,$13181,8584,0.536
35,31-40,Chennai,SUNWKE,1990-08-09 00:00:00,$221775,144432,0.536
35,31-40,Chennai,SUNWNNR,1990-09-22 00:00:00,$41755,27193,0.536
35,31-40,Chennai,SUNWQLV,1990-02-17 00:00:00,$29617,19288,0.536
35,31-40,Chennai,SUNX577,1990-04-19 00:00:00,$9029,5880,0.536
35,31-40,Chennai,SUNXBTP,1990-07-11 00:00:00,$9351,6090,0.536
35,31-40,Chennai,SUNXZBB,1990-12-14 00:00:00,$22775,14832,0.536
35,31-40,Chennai,SUNY1FF,1990-08-09 00:00:00,$9674,6300,0.536
35,31-40,Chennai,SUNYF55,1990-06-16 00:00:00,$8706,5670,0.536
35,31-40,Chennai,SUNYP08,1990-11-07 00:00:00,$63375,41273,0.536
35,31-40,Chennai,SUNYUR,1990-09-07 00:00:00,$210664,137196,0.536
35,31-40,Chennai,SUNZQSY,1990-12-16 00:00:00,$80856,52658,0.536
35,31-40,Chennai,SUNZZAU,1990-10-14 00:00:00,$61331,39942,0.536
35,31-40,Delhi NCR,SUN01OX,1990-04-04 00:00:00,$21476,13986,0.536
35,31-40,Delhi NCR,SUN04I,1990-10-26 00:00:00,$14448,9409,0.536
35,31-40,Delhi NCR,SUN0A4I,1990-12-24 00:00:00,$232168,151200,0.536
35,31-40,Delhi NCR,SUN0DH,1990-12-25 00:00:00,$31502,20516,0.536
35,31-40,Delhi NCR,SUN0LQR,1990-03-04 00:00:00,$14148,9214,0.536
35,31-40,Delhi NCR,SUN0LRT,1990-12-23 00:00:00,$22830,14868,0.536
35,31-40,Delhi NCR,SUN0N8,1990-05-25 00:00:00,$61331,39942,0.536
35,31-40,Delhi NCR,SUN0O,1990-01-12 00:00:00,$227414,148104,0.536
35,31-40,Delhi NCR,SUN0P15,1990-10-24 00:00:00,$30695,19990,0.536
35,31-40,Delhi NCR,SUN0P5,1990-11-24 00:00:00,$9711,6324,0.536
35,31-40,Delhi NCR,SUN0Q2G,1990-01-16 00:00:00,$14214,9257,0.536
35,31-40,Delhi NCR,SUN0VN4,1990-09-25 00:00:00,$9271,6038,0.536
35,31-40,Delhi NCR,SUN0ZT,1990-03-16 00:00:00,$59287,38611,0.536
35,31-40,Delhi NCR,SUN11T4,1990-11-18 00:00:00,$82911,53996,0.536
35,31-40,Delhi NCR,SUN123,1990-02-11 00:00:00,$57242,37279,0.536
35,31-40,Delhi NCR,SUN12G,1990-11-24 00:00:00,$14214,9257,0.536
35,31-40,Delhi NCR,SUN13,1990-01-12 00:00:00,$21743,14160,0.536
35,31-40,Delhi NCR,SUN14E,1990-02-28 00:00:00,$12921,8415,0.536
35,31-40,Delhi NCR,SUN15VB,1990-01-19 00:00:00,$13664,8899,0.536
35,31-40,Delhi NCR,SUN17CR,1990-11-03 00:00:00,$77214,50286,0.536
35,31-40,Delhi NCR,SUN18R,1990-10-16 00:00:00,$31430,20469,0.536
35,31-40,Delhi NCR,SUN19W,1990-02-06 00:00:00,$135391,88174,0.536
35,31-40,Delhi NCR,SUN1IW,1990-09-18 00:00:00,$57656,37549,0.536
35,31-40,Delhi NCR,SUN1LOK,1990-05-03 00:00:00,$37377,24342,0.536
35,31-40,Delhi NCR,SUN1Q7T,1990-03-09 00:00:00,$21476,13986,0.536
35,31-40,Delhi NCR,SUN26L,1990-07-08 00:00:00,$14096,9180,0.536
35,31-40,Delhi NCR,SUN2CP,1990-01-26 00:00:00,$8927,5814,0.536
35,31-40,Delhi NCR,SUN2EKP,1990-11-19 00:00:00,$8786,5722,0.536
35,31-40,Delhi NCR,SUN2F91,1990-03-20 00:00:00,$13704,8925,0.536
35,31-40,Delhi NCR,SUN2IX,1990-01-04 00:00:00,$22056,14364,0.536
35,31-40,Delhi NCR,SUN2JJH,1990-07-27 00:00:00,$9029,5880,0.536
35,31-40,Delhi NCR,SUN2L6,1990-12-02 00:00:00,$9015,5871,0.536
35,31-40,Delhi NCR,SUN2Y0,1990-12-20 00:00:00,$9109,5932,0.536
35,31-40,Delhi NCR,SUN2Z5Z,1990-04-18 00:00:00,$37784,24607,0.536
35,31-40,Delhi NCR,SUN3186,1990-06-30 00:00:00,$22016,14338,0.536
35,31-40,Delhi NCR,SUN37DU,1990-01-19 00:00:00,$30426,19815,0.536
35,31-40,Delhi NCR,SUN3ARG,1990-06-27 00:00:00,$131562,85680,0.536
35,31-40,Delhi NCR,SUN3AY,1990-12-30 00:00:00,$234932,153000,0.536
35,31-40,Delhi NCR,SUN3FYJ,1990-05-07 00:00:00,$40606,26445,0.536
35,31-40,Delhi NCR,SUN3JX,1990-02-05 00:00:00,$13543,8820,0.536
35,31-40,Delhi NCR,SUN3LOP,1990-09-07 00:00:00,$134439,87554,0.536
35,31-40,Delhi NCR,SUN3MQV,1990-05-14 00:00:00,$13744,8951,0.536
35,31-40,Delhi NCR,SUN3MS,1990-03-04 00:00:00,$38824,25284,0.536
35,31-40,Delhi NCR,SUN3S70,1990-04-09 00:00:00,$29033,18908,0.536
35,31-40,Delhi NCR,SUN3SZ8,1990-10-24 00:00:00,$9173,5974,0.536
35,31-40,Delhi NCR,SUN3XH,1990-11-27 00:00:00,$8857,5768,0.536
35,31-40,Delhi NCR,SUN45E,1990-10-15 00:00:00,$59871,38991,0.536
35,31-40,Delhi NCR,SUN493C,1990-10-11 00:00:00,$21282,13860,0.536
35,31-40,Delhi NCR,SUN4B9,1990-02-22 00:00:00,$30426,19815,0.536
35,31-40,Delhi NCR,SUN4BNM,1990-11-09 00:00:00,$62865,40941,0.536
35,31-40,Delhi NCR,SUN4IS,1990-07-12 00:00:00,$30695,19990,0.536
35,31-40,Delhi NCR,SUN4M4,1990-10-30 00:00:00,$41419,26974,0.536
35,31-40,Delhi NCR,SUN4NWU,1990-02-27 00:00:00,$14873,9686,0.536
35,31-40,Delhi NCR,SUN4OED,1990-08-08 00:00:00,$74395,48450,0.536
35,31-40,Delhi NCR,SUN4PU,1990-07-24 00:00:00,$9594,6248,0.536
35,31-40,Delhi NCR,SUN4W12,1990-01-25 00:00:00,$13786,8978,0.536
35,31-40,Delhi NCR,SUN4W4,1990-01-20 00:00:00,$42291,27542,0.536
35,31-40,Delhi NCR,SUN4XZF,1990-03-01 00:00:00,$63886,41606,0.536
35,31-40,Delhi NCR,SUN4Y54,1990-07-14 00:00:00,$39062,25439,0.536
35,31-40,Delhi NCR,SUN51YA,1990-04-17 00:00:00,$148818,96918,0.536
35,31-40,Delhi NCR,SUN53,1990-03-20 00:00:00,$8868,5775,0.536
35,31-40,Delhi NCR,SUN53K,1990-04-17 00:00:00,$13156,8568,0.536
35,31-40,Delhi NCR,SUN54SC,1990-01-29 00:00:00,$22830,14868,0.536
35,31-40,Delhi NCR,SUN59I7,1990-01-18 00:00:00,$33118,21568,0.536
35,31-40,Delhi NCR,SUN5EF,1990-11-18 00:00:00,$83596,54442,0.536
35,31-40,Delhi NCR,SUN5GLT,1990-01-23 00:00:00,$40210,26187,0.536
35,31-40,Delhi NCR,SUN5LTF,1990-08-05 00:00:00,$72594,47277,0.536
35,31-40,Delhi NCR,SUN5MS,1990-10-01 00:00:00,$29555,19248,0.536
35,31-40,Delhi NCR,SUN5PI,1990-08-12 00:00:00,$13641,8884,0.536
35,31-40,Delhi NCR,SUN63CW,1990-03-25 00:00:00,$58410,38040,0.536
35,31-40,Delhi NCR,SUN63MF,1990-10-13 00:00:00,$38626,25155,0.536
35,31-40,Delhi NCR,SUN66L,1990-09-05 00:00:00,$28249,18397,0.536
35,31-40,Delhi NCR,SUN68L,1990-03-09 00:00:00,$13589,8850,0.536
35,31-40,Delhi NCR,SUN6G8F,1990-07-07 00:00:00,$14994,9765,0.536
35,31-40,Delhi NCR,SUN6I7,1990-08-26 00:00:00,$9351,6090,0.536
35,31-40,Delhi NCR,SUN6I8T,1990-05-18 00:00:00,$9726,6334,0.536
35,31-40,Delhi NCR,SUN6R3H,1990-05-08 00:00:00,$60820,39609,0.536
35,31-40,Delhi NCR,SUN6RCC,1990-10-25 00:00:00,$23991,15624,0.536
35,31-40,Delhi NCR,SUN6UZ,1990-07-30 00:00:00,$36315,23650,0.536
35,31-40,Delhi NCR,SUN72,1990-01-20 00:00:00,$222494,144900,0.536
35,31-40,Delhi NCR,SUN73V3,1990-12-23 00:00:00,$80660,52530,0.536
35,31-40,Delhi NCR,SUN75B,1990-08-04 00:00:00,$22249,14490,0.536
35,31-40,Delhi NCR,SUN75VI,1990-03-20 00:00:00,$13129,8550,0.536
35,31-40,Delhi NCR,SUN77AT,1990-07-07 00:00:00,$14873,9686,0.536
35,31-40,Delhi NCR,SUN78Y7,1990-04-30 00:00:00,$21089,13734,0.536
35,31-40,Delhi NCR,SUN7BA,1990-06-07 00:00:00,$61331,39942,0.536
35,31-40,Delhi NCR,SUN7BT1,1990-08-21 00:00:00,$56221,36614,0.536
35,31-40,Delhi NCR,SUN7CV,1990-05-26 00:00:00,$31166,20297,0.536
35,31-40,Delhi NCR,SUN7E0Z,1990-04-20 00:00:00,$29348,19113,0.536
35,31-40,Delhi NCR,SUN7IW,1990-06-18 00:00:00,$28510,18567,0.536
35,31-40,Delhi NCR,SUN7K,1990-08-09 00:00:00,$152940,99603,0.536
35,31-40,Delhi NCR,SUN7KV,1990-05-30 00:00:00,$23306,15178,0.536
35,31-40,Delhi NCR,SUN7LT8,1990-02-28 00:00:00,$23023,14994,0.536
35,31-40,Delhi NCR,SUN7O,1990-06-06 00:00:00,$9190,5985,0.536
35,31-40,Delhi NCR,SUN7QF6,1990-09-17 00:00:00,$8620,5614,0.536
35,31-40,Delhi NCR,SUN7TW,1990-12-27 00:00:00,$237972,154980,0.536
35,31-40,Delhi NCR,SUN7XEM,1990-11-06 00:00:00,$8868,5775,0.536
35,31-40,Delhi NCR,SUN7YG6,1990-07-28 00:00:00,$82911,53996,0.536
35,31-40,Delhi NCR,SUN7YGO,1990-03-07 00:00:00,$8786,5722,0.536
35,31-40,Delhi NCR,SUN7YL9,1990-07-10 00:00:00,$80542,52453,0.536
35,31-40,Delhi NCR,SUN809,1990-03-30 00:00:00,$12921,8415,0.536
35,31-40,Delhi NCR,SUN80O,1990-12-02 00:00:00,$56103,36537,0.536
35,31-40,Delhi NCR,SUN819,1990-09-08 00:00:00,$81874,53321,0.536
35,31-40,Delhi NCR,SUN89I9,1990-12-11 00:00:00,$8445,5500,0.536
35,31-40,Delhi NCR,SUN8B,1990-06-05 00:00:00,$54648,35590,0.536
35,31-40,Delhi NCR,SUN8BE,1990-12-23 00:00:00,$40276,26230,0.536
35,31-40,Delhi NCR,SUN8MRL,1990-11-15 00:00:00,$9835,6405,0.536
35,31-40,Delhi NCR,SUN8RPP,1990-08-26 00:00:00,$9084,5916,0.536
35,31-40,Delhi NCR,SUN8S,1990-01-05 00:00:00,$14510,9450,0.536
35,31-40,Delhi NCR,SUN8TWJ,1990-05-11 00:00:00,$81541,53104,0.536
35,31-40,Delhi NCR,SUN8UG,1990-10-18 00:00:00,$82911,53996,0.536
35,31-40,Delhi NCR,SUN8W8,1990-11-04 00:00:00,$37715,24562,0.536
35,31-40,Delhi NCR,SUN8ZBY,1990-08-02 00:00:00,$62865,40941,0.536
35,31-40,Delhi NCR,SUN90YN,1990-10-20 00:00:00,$76744,49980,0.536
35,31-40,Delhi NCR,SUN93C,1990-05-05 00:00:00,$41597,27090,0.536
35,31-40,Delhi NCR,SUN93XK,1990-05-07 00:00:00,$40936,26660,0.536
35,31-40,Delhi NCR,SUN95MT,1990-11-04 00:00:00,$23023,14994,0.536
35,31-40,Delhi NCR,SUN9E3O,1990-12-07 00:00:00,$22930,14933,0.536
35,31-40,Delhi NCR,SUN9NCA,1990-03-01 00:00:00,$230233,149940,0.536
35,31-40,Delhi NCR,SUN9OWH,1990-05-14 00:00:00,$21801,14198,0.536
35,31-40,Delhi NCR,SUNA2W,1990-06-28 00:00:00,$13129,8550,0.536
35,31-40,Delhi NCR,SUNA41,1990-05-26 00:00:00,$30426,19815,0.536
35,31-40,Delhi NCR,SUNA8,1990-07-16 00:00:00,$30864,20100,0.536
35,31-40,Delhi NCR,SUNAF9,1990-08-20 00:00:00,$31958,20813,0.536
35,31-40,Delhi NCR,SUNAFKT,1990-06-10 00:00:00,$23991,15624,0.536
35,31-40,Delhi NCR,SUNAH2,1990-05-07 00:00:00,$230325,150000,0.536
35,31-40,Delhi NCR,SUNAHK9,1990-01-01 00:00:00,$239907,156240,0.536
35,31-40,Delhi NCR,SUNAKW,1990-02-06 00:00:00,$9711,6324,0.536
35,31-40,Delhi NCR,SUNANS,1990-10-07 00:00:00,$22636,14742,0.536
35,31-40,Delhi NCR,SUNAPER,1990-01-19 00:00:00,$146175,95197,0.536
35,31-40,Delhi NCR,SUNASPU,1990-05-06 00:00:00,$218624,142380,0.536
35,31-40,Delhi NCR,SUNAUBP,1990-08-28 00:00:00,$32222,20985,0.536
35,31-40,Delhi NCR,SUNAZD,1990-11-02 00:00:00,$20298,13219,0.536
35,31-40,Delhi NCR,SUNB1Y5,1990-05-30 00:00:00,$39062,25439,0.536
35,31-40,Delhi NCR,SUNB2O,1990-07-19 00:00:00,$40072,26097,0.536
35,31-40,Delhi NCR,SUNB34A,1990-04-07 00:00:00,$23217,15120,0.536
35,31-40,Delhi NCR,SUNB4U9,1990-01-03 00:00:00,$32695,21293,0.536
35,31-40,Delhi NCR,SUNB6DN,1990-01-24 00:00:00,$37064,24138,0.536
35,31-40,Delhi NCR,SUNBBK,1990-04-03 00:00:00,$37377,24342,0.536
35,31-40,Delhi NCR,SUNBCQ7,1990-05-21 00:00:00,$38130,24832,0.536
35,31-40,Delhi NCR,SUNBD8E,1990-09-18 00:00:00,$40210,26187,0.536
35,31-40,Delhi NCR,SUNBFY6,1990-11-11 00:00:00,$15115,9844,0.536
35,31-40,Delhi NCR,SUNBHEY,1990-03-13 00:00:00,$21862,14238,0.536
35,31-40,Delhi NCR,SUNBOE1,1990-08-24 00:00:00,$22056,14364,0.536
35,31-40,Delhi NCR,SUNBTH7,1990-01-12 00:00:00,$79485,51765,0.536
35,31-40,Delhi NCR,SUNBU9,1990-04-19 00:00:00,$231173,150552,0.536
35,31-40,Delhi NCR,SUNBV1,1990-09-25 00:00:00,$9241,6018,0.536
35,31-40,Delhi NCR,SUNBWIL,1990-05-29 00:00:00,$30902,20125,0.536
35,31-40,Delhi NCR,SUNC0EN,1990-04-19 00:00:00,$8786,5722,0.536
35,31-40,Delhi NCR,SUNC7AM,1990-01-01 00:00:00,$31502,20516,0.536
35,31-40,Delhi NCR,SUNCC1,1990-02-03 00:00:00,$128038,83385,0.536
35,31-40,Delhi NCR,SUNCD2P,1990-01-31 00:00:00,$14709,9579,0.536
35,31-40,Delhi NCR,SUNCJA,1990-07-09 00:00:00,$14684,9563,0.536
35,31-40,Delhi NCR,SUNCKVC,1990-06-23 00:00:00,$8676,5650,0.536
35,31-40,Delhi NCR,SUNCLX,1990-10-29 00:00:00,$76744,49980,0.536
35,31-40,Delhi NCR,SUNCOGH,1990-09-15 00:00:00,$139373,90767,0.536
35,31-40,Delhi NCR,SUNCRLK,1990-05-18 00:00:00,$54516,35504,0.536
35,31-40,Delhi NCR,SUNCUR,1990-09-05 00:00:00,$13285,8652,0.536
35,31-40,Delhi NCR,SUND18R,1990-12-21 00:00:00,$14632,9529,0.536
35,31-40,Delhi NCR,SUND1U,1990-04-18 00:00:00,$14448,9409,0.536
35,31-40,Delhi NCR,SUND3MZ,1990-10-12 00:00:00,$8868,5775,0.536
35,31-40,Delhi NCR,SUND942,1990-04-21 00:00:00,$13786,8978,0.536
35,31-40,Delhi NCR,SUNDBXW,1990-03-20 00:00:00,$22553,14688,0.536
35,31-40,Delhi NCR,SUNDFT,1990-01-02 00:00:00,$42983,27993,0.536
35,31-40,Delhi NCR,SUNDHTG,1990-08-17 00:00:00,$9271,6038,0.536
35,31-40,Delhi NCR,SUNDJ1,1990-10-07 00:00:00,$41597,27090,0.536
35,31-40,Delhi NCR,SUNDNW6,1990-03-29 00:00:00,$22111,14400,0.536
35,31-40,Delhi NCR,SUNDSTS,1990-04-18 00:00:00,$226363,147420,0.536
35,31-40,Delhi NCR,SUNDVX,1990-10-12 00:00:00,$32579,21217,0.536
35,31-40,Delhi NCR,SUNDZF,1990-09-25 00:00:00,$41082,26755,0.536
35,31-40,Delhi NCR,SUNDZQ,1990-01-14 00:00:00,$37784,24607,0.536
35,31-40,Delhi NCR,SUNE21Z,1990-11-03 00:00:00,$9253,6026,0.536
35,31-40,Delhi NCR,SUNE2S,1990-01-31 00:00:00,$146774,95587,0.536
35,31-40,Delhi NCR,SUNE51,1990-08-30 00:00:00,$13543,8820,0.536
35,31-40,Delhi NCR,SUNE7G,1990-05-17 00:00:00,$38724,25219,0.536
35,31-40,Delhi NCR,SUNE84F,1990-07-06 00:00:00,$78963,51425,0.536
35,31-40,Delhi NCR,SUNEGI,1990-12-30 00:00:00,$14096,9180,0.536
35,31-40,Delhi NCR,SUNEHCA,1990-09-03 00:00:00,$23154,15079,0.536
35,31-40,Delhi NCR,SUNEJF,1990-04-15 00:00:00,$216137,140760,0.536
35,31-40,Delhi NCR,SUNEMYF,1990-12-22 00:00:00,$23033,15000,0.536
35,31-40,Delhi NCR,SUNEN56,1990-03-31 00:00:00,$22636,14742,0.536
35,31-40,Delhi NCR,SUNEP3F,1990-12-20 00:00:00,$39863,25961,0.536
35,31-40,Delhi NCR,SUNEQAQ,1990-10-09 00:00:00,$8937,5820,0.536
35,31-40,Delhi NCR,SUNEQJC,1990-12-24 00:00:00,$42636,27767,0.536
35,31-40,Delhi NCR,SUNF11,1990-01-26 00:00:00,$76059,49534,0.536
35,31-40,Delhi NCR,SUNF14,1990-09-25 00:00:00,$59287,38611,0.536
35,31-40,Delhi NCR,SUNF24M,1990-04-08 00:00:00,$23410,15246,0.536
35,31-40,Delhi NCR,SUNF84K,1990-12-03 00:00:00,$9512,6195,0.536
35,31-40,Delhi NCR,SUNFKO,1990-07-27 00:00:00,$132994,86613,0.536
35,31-40,Delhi NCR,SUNFMNK,1990-10-09 00:00:00,$62354,40608,0.536
35,31-40,Delhi NCR,SUNFPC0,1990-02-07 00:00:00,$9789,6375,0.536
35,31-40,Delhi NCR,SUNFQNH,1990-10-30 00:00:00,$9213,6000,0.536
35,31-40,Delhi NCR,SUNFRF6,1990-06-05 00:00:00,$81208,52887,0.536
35,31-40,Delhi NCR,SUNFT85,1990-07-14 00:00:00,$21089,13734,0.536
35,31-40,Delhi NCR,SUNFTB,1990-11-26 00:00:00,$23797,15498,0.536
35,31-40,Delhi NCR,SUNG40,1990-08-12 00:00:00,$12686,8262,0.536
35,31-40,Delhi NCR,SUNG4H,1990-06-12 00:00:00,$154173,100406,0.536
35,31-40,Delhi NCR,SUNGBYV,1990-01-16 00:00:00,$22111,14400,0.536
35,31-40,Delhi NCR,SUNGUZ,1990-02-12 00:00:00,$33386,21743,0.536
35,31-40,Delhi NCR,SUNGWWY,1990-01-12 00:00:00,$13301,8662,0.536
35,31-40,Delhi NCR,SUNH2K,1990-09-05 00:00:00,$80170,52211,0.536
35,31-40,Delhi NCR,SUNH3J,1990-01-17 00:00:00,$29317,19093,0.536
35,31-40,Delhi NCR,SUNH44T,1990-10-26 00:00:00,$8786,5722,0.536
35,31-40,Delhi NCR,SUNH6I,1990-03-18 00:00:00,$22249,14490,0.536
35,31-40,Delhi NCR,SUNHA8,1990-02-23 00:00:00,$42983,27993,0.536
35,31-40,Delhi NCR,SUNHAKA,1990-02-19 00:00:00,$234102,152460,0.536
35,31-40,Delhi NCR,SUNHDG,1990-03-15 00:00:00,$40744,26535,0.536
35,31-40,Delhi NCR,SUNHG3,1990-09-19 00:00:00,$22636,14742,0.536
35,31-40,Delhi NCR,SUNHGKZ,1990-03-17 00:00:00,$40210,26187,0.536
35,31-40,Delhi NCR,SUNHM0,1990-05-18 00:00:00,$31502,20516,0.536
35,31-40,Delhi NCR,SUNHNP,1990-12-09 00:00:00,$13786,8978,0.536
35,31-40,Delhi NCR,SUNHQA,1990-07-07 00:00:00,$9835,6405,0.536
35,31-40,Delhi NCR,SUNHSUE,1990-07-13 00:00:00,$29079,18938,0.536
35,31-40,Delhi NCR,SUNHYQS,1990-07-25 00:00:00,$24184,15750,0.536
35,31-40,Delhi NCR,SUNHYSS,1990-03-13 00:00:00,$9109,5932,0.536
35,31-40,Delhi NCR,SUNI06M,1990-02-12 00:00:00,$78963,51425,0.536
35,31-40,Delhi NCR,SUNI32,1990-03-14 00:00:00,$151707,98800,0.536
35,31-40,Delhi NCR,SUNI7WQ,1990-04-15 00:00:00,$23033,15000,0.536
35,31-40,Delhi NCR,SUNI83,1990-10-09 00:00:00,$62354,40608,0.536
35,31-40,Delhi NCR,SUNI8J,1990-04-04 00:00:00,$22016,14338,0.536
35,31-40,Delhi NCR,SUNI9U,1990-12-30 00:00:00,$40557,26413,0.536
35,31-40,Delhi NCR,SUNIEZA,1990-07-23 00:00:00,$21826,14214,0.536
35,31-40,Delhi NCR,SUNIHBH,1990-09-10 00:00:00,$22366,14566,0.536
